                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.0804,                0.25755,                 1.3152,                0.88177,                0.89399,                0.92644,                0.59123,                 1.2165,                0.27338,                 1.4138,              0.0023687,              0.0023687,              0.0023687
                     25,                 1.0857,                0.25236,                 1.3068,                0.88468,                0.88552,                0.92201,                0.59259,                 1.2409,                0.27193,                 1.4261,              0.0023567,              0.0023567,              0.0023567
                     26,                 1.0491,                0.23825,                 1.2861,                 0.8836,                 0.8804,                0.92278,                0.58677,                  1.249,                0.26788,                 1.4565,              0.0023443,              0.0023443,              0.0023443
                     27,                 1.0642,                0.24715,                  1.289,                0.86604,                0.86682,                0.90856,                0.56791,                 1.2724,                0.30994,                 1.4818,              0.0023314,              0.0023314,              0.0023314
                     28,                 1.0707,                0.24502,                 1.3033,                0.88154,                0.88005,                0.92071,                0.57292,                 1.2897,                0.27759,                 1.4735,               0.002318,               0.002318,               0.002318
                     29,                 1.0563,                0.23903,                 1.2931,                0.87687,                0.88824,                0.92257,                0.58747,                 1.2477,                0.26104,                 1.4511,              0.0023042,              0.0023042,              0.0023042
                     30,                 1.0197,                0.22683,                 1.2676,                0.88018,                0.89644,                0.92371,                0.58508,                 1.2343,                0.25971,                 1.4592,              0.0022899,              0.0022899,              0.0022899
                     31,                 1.0154,                0.22529,                 1.2631,                0.88567,                 0.8937,                 0.9217,                0.58015,                 1.2297,                0.25588,                 1.4694,              0.0022752,              0.0022752,              0.0022752
                     32,                0.98736,                0.21736,                 1.2507,                0.89363,                0.88878,                0.92567,                0.59197,                 1.2437,                 0.2552,                 1.4373,                0.00226,                0.00226,                0.00226
                     33,                0.98596,                0.21638,                 1.2354,                0.89336,                0.89399,                0.92842,                0.58838,                  1.256,                0.25446,                 1.4554,              0.0022444,              0.0022444,              0.0022444
                     34,                 1.0185,                0.21851,                 1.2559,                 0.8868,                0.88731,                0.92995,                0.58778,                 1.2739,                0.25709,                 1.4766,              0.0022284,              0.0022284,              0.0022284
                     35,                0.99662,                 0.2165,                 1.2546,                0.88796,                0.89421,                0.93213,                0.58682,                  1.297,                0.25389,                 1.4784,              0.0022119,              0.0022119,              0.0022119
                     36,                0.99988,                0.21731,                 1.2536,                0.90094,                0.87706,                0.92891,                0.59073,                 1.2658,                0.25171,                 1.4836,              0.0021951,              0.0021951,              0.0021951
                     37,                0.99132,                0.21492,                 1.2415,                0.88737,                 0.8861,                0.92754,                0.59208,                  1.241,                0.24809,                 1.4761,              0.0021778,              0.0021778,              0.0021778
                     38,                0.95425,                0.21302,                 1.2241,                0.89432,                0.88018,                 0.9218,                0.58063,                 1.3005,                0.26267,                 1.4671,              0.0021602,              0.0021602,              0.0021602
                     39,                0.97567,                0.21304,                 1.2204,                0.89781,                0.87467,                0.92474,                0.58913,                  1.259,                 0.2516,                 1.4838,              0.0021421,              0.0021421,              0.0021421
                     40,                0.92776,                0.20614,                 1.2101,                0.89206,                0.87614,                0.92767,                0.58958,                 1.2382,                0.25351,                 1.4638,              0.0021237,              0.0021237,              0.0021237
                     41,                0.92659,                0.20351,                 1.1962,                0.87547,                0.88664,                0.92071,                0.58224,                  1.268,                0.25723,                 1.4772,               0.002105,               0.002105,               0.002105
                     42,                0.91613,                0.20621,                 1.1841,                 0.8952,                0.87929,                0.92114,                0.57849,                 1.2801,                0.25516,                  1.493,              0.0020858,              0.0020858,              0.0020858
                     43,                0.90442,                0.20667,                 1.1878,                0.88337,                0.88953,                0.92196,                0.58598,                 1.2511,                0.25174,                 1.4889,              0.0020664,              0.0020664,              0.0020664
                     44,                0.90158,                0.20122,                 1.1788,                0.88744,                0.88575,                0.92557,                 0.5869,                 1.2502,                0.25081,                 1.4898,              0.0020466,              0.0020466,              0.0020466
                     45,                0.88666,                0.20065,                 1.1709,                0.89164,                0.88731,                0.92411,                0.58883,                 1.2287,                0.25173,                 1.4799,              0.0020264,              0.0020264,              0.0020264
                     46,                0.86698,                0.19708,                 1.1568,                0.89143,                0.89154,                 0.9251,                0.58537,                 1.2403,                0.24766,                 1.4829,               0.002006,               0.002006,               0.002006
                     47,                0.85049,                0.19117,                 1.1398,                0.90026,                0.89058,                0.92832,                  0.585,                 1.2466,                0.24703,                   1.48,              0.0019852,              0.0019852,              0.0019852
                     48,                0.83069,                0.18262,                 1.1353,                0.89148,                0.89889,                0.93366,                0.59594,                 1.2604,                0.24431,                 1.4731,              0.0019642,              0.0019642,              0.0019642
                     49,                0.83864,                0.18753,                 1.1383,                0.89098,                0.88099,                0.92629,                 0.5833,                 1.2689,                0.25356,                 1.5122,              0.0019429,              0.0019429,              0.0019429
                     50,                 0.8491,                0.18624,                 1.1457,                0.90226,                0.87439,                0.92409,                0.57597,                 1.3092,                0.25024,                 1.5347,              0.0019213,              0.0019213,              0.0019213
                     51,                0.82691,                 0.1801,                 1.1271,                0.90379,                0.87795,                0.92693,                 0.5884,                 1.2681,                0.24867,                 1.5196,              0.0018994,              0.0018994,              0.0018994
                     52,                0.83288,                0.17891,                 1.1269,                0.89526,                 0.8882,                0.92546,                0.58675,                 1.2756,                0.24553,                 1.5294,              0.0018773,              0.0018773,              0.0018773
                     53,                0.81282,                0.17753,                 1.1276,                0.89217,                0.88508,                0.92366,                0.58233,                 1.2561,                0.24391,                 1.5446,              0.0018549,              0.0018549,              0.0018549
                     54,                 0.8024,                0.17303,                 1.1098,                0.88443,                0.88286,                 0.9253,                0.58276,                 1.2824,                0.24778,                 1.5388,              0.0018323,              0.0018323,              0.0018323
                     55,                0.77265,                0.16951,                 1.0955,                0.89396,                0.88998,                0.92661,                0.58448,                 1.2681,                0.24291,                 1.5175,              0.0018095,              0.0018095,              0.0018095
                     56,                0.77464,                0.16992,                 1.0982,                0.88862,                0.89908,                0.92598,                0.58432,                 1.2745,                0.24259,                  1.524,              0.0017865,              0.0017865,              0.0017865
                     57,                0.76717,                0.16873,                 1.0896,                0.88731,                0.88998,                0.92434,                0.57899,                 1.2834,                0.24157,                 1.5417,              0.0017633,              0.0017633,              0.0017633
                     58,                0.76541,                0.16538,                 1.0868,                0.89389,                 0.8951,                0.93103,                0.58857,                 1.2614,                0.23967,                 1.5389,              0.0017399,              0.0017399,              0.0017399
                     59,                 0.7658,                0.16442,                 1.0875,                0.89752,                0.88552,                0.92103,                0.57063,                 1.2889,                0.24611,                 1.5766,              0.0017164,              0.0017164,              0.0017164
                     60,                0.76051,                0.16315,                  1.077,                 0.8957,                0.89126,                0.92586,                0.57863,                 1.2927,                0.24281,                  1.565,              0.0016926,              0.0016926,              0.0016926
                     61,                0.73336,                0.16056,                 1.0698,                0.90845,                0.87957,                0.92921,                0.58874,                 1.2698,                 0.2397,                 1.5608,              0.0016688,              0.0016688,              0.0016688
                     62,                  0.723,                0.15675,                 1.0629,                0.90414,                0.88931,                0.93171,                0.59526,                 1.2497,                0.23802,                 1.5435,              0.0016448,              0.0016448,              0.0016448
                     63,                0.70816,                 0.1549,                 1.0511,                 0.9009,                0.89292,                0.92961,                0.59309,                 1.2618,                0.23932,                 1.5307,              0.0016206,              0.0016206,              0.0016206
                     64,                 0.6896,                0.15177,                 1.0404,                0.89202,                0.89601,                0.93141,                0.58734,                 1.2597,                0.24056,                 1.5617,              0.0015964,              0.0015964,              0.0015964
                     65,                0.68874,                0.14941,                 1.0368,                0.89511,                0.88947,                0.92717,                0.58776,                 1.2778,                0.24155,                 1.5542,              0.0015721,              0.0015721,              0.0015721
                     66,                 0.6823,                0.14857,                 1.0333,                0.89253,                0.88783,                0.92452,                0.58615,                  1.282,                 0.2424,                 1.5804,              0.0015477,              0.0015477,              0.0015477
                     67,                0.67662,                0.14907,                 1.0255,                0.90011,                0.88906,                0.92709,                0.58382,                 1.2887,                0.24053,                 1.5922,              0.0015232,              0.0015232,              0.0015232
                     68,                0.66573,                0.14573,                 1.0198,                0.90787,                0.88352,                0.92612,                 0.5871,                 1.2759,                0.24439,                 1.5863,              0.0014986,              0.0014986,              0.0014986
                     69,                0.65837,                0.14507,                  1.014,                0.89774,                 0.8902,                 0.9258,                0.58393,                 1.2705,                0.24046,                 1.6089,               0.001474,               0.001474,               0.001474
                     70,                0.65386,                0.14391,                 1.0149,                0.90372,                0.88018,                0.92058,                0.57988,                 1.2606,                0.24168,                 1.5951,              0.0014494,              0.0014494,              0.0014494
                     71,                0.65567,                 0.1446,                 1.0133,                0.90854,                0.87834,                0.92345,                0.58311,                 1.2876,                0.23956,                 1.5998,              0.0014247,              0.0014247,              0.0014247
                     72,                0.65105,                 0.1434,                 1.0042,                0.90479,                0.87623,                0.92526,                0.58898,                 1.2872,                0.24265,                 1.6002,                 0.0014,                 0.0014,                 0.0014
                     73,                0.62225,                0.13878,                0.99272,                 0.9064,                0.88427,                0.92719,                0.59057,                 1.2816,                0.24261,                  1.605,              0.0013753,              0.0013753,              0.0013753
                     74,                0.60493,                0.13569,                0.98394,                0.90421,                0.88151,                0.92549,                0.58867,                 1.2771,                0.24408,                 1.5958,              0.0013506,              0.0013506,              0.0013506
                     75,                0.58429,                0.13272,                0.97594,                0.90235,                0.88129,                0.92416,                0.58607,                 1.2673,                0.24402,                 1.5982,               0.001326,               0.001326,               0.001326
                     76,                0.57366,                0.12817,                0.96599,                0.88936,                 0.8933,                0.92842,                0.58394,                 1.2802,                0.24513,                 1.6252,              0.0013014,              0.0013014,              0.0013014
                     77,                0.56995,                0.12941,                0.96221,                0.90396,                0.88258,                0.92511,                0.58706,                 1.2645,                0.24236,                 1.6472,              0.0012768,              0.0012768,              0.0012768
                     78,                0.57483,                0.12996,                0.96797,                0.89548,                0.87483,                0.92214,                0.58955,                 1.2675,                0.24561,                   1.63,              0.0012523,              0.0012523,              0.0012523
                     79,                0.55705,                0.12843,                0.95419,                 0.8976,                0.88263,                0.91677,                0.57411,                 1.2808,                0.24643,                 1.6873,              0.0012279,              0.0012279,              0.0012279
                     80,                0.55221,                 0.1257,                0.95419,                0.90199,                 0.8834,                0.92394,                0.58597,                 1.2712,                0.24378,                 1.6515,              0.0012036,              0.0012036,              0.0012036
                     81,                0.55456,                0.12546,                0.95161,                0.91491,                0.86526,                0.92629,                0.58749,                 1.2789,                0.24247,                  1.649,              0.0011794,              0.0011794,              0.0011794
                     82,                0.55025,                0.12325,                0.94544,                0.89855,                 0.8833,                0.92711,                0.59484,                 1.2678,                 0.2482,                 1.6268,              0.0011552,              0.0011552,              0.0011552
                     83,                0.54388,                0.12237,                0.94498,                0.90532,                0.87523,                0.92377,                  0.586,                 1.2898,                0.25243,                 1.6447,              0.0011312,              0.0011312,              0.0011312
