                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.64514,                0.14676,                 1.0067,                0.88825,                0.88319,                0.92254,                0.59166,                 1.2455,                0.23449,                 1.5641,              0.0011794,              0.0011794,              0.0011794
                     82,                 0.6258,                0.14086,                0.99795,                0.90305,                0.87308,                0.92111,                0.58568,                 1.2975,                0.25245,                 1.5699,              0.0011552,              0.0011552,              0.0011552
                     83,                0.59919,                0.13564,                0.98206,                0.89381,                0.87659,                0.92347,                0.59527,                 1.2635,                0.24533,                 1.5466,              0.0011312,              0.0011312,              0.0011312
                     84,                0.58729,                0.13512,                0.97843,                0.89277,                0.88088,                0.92405,                0.58989,                 1.2875,                0.24262,                 1.5824,              0.0011074,              0.0011074,              0.0011074
                     85,                0.58809,                0.13307,                0.96814,                 0.8856,                0.88891,                0.92285,                0.59226,                 1.2708,                0.23907,                 1.5827,              0.0010836,              0.0010836,              0.0010836
                     86,                0.58324,                0.13363,                0.96491,                0.87661,                0.89265,                0.92239,                0.59102,                 1.2834,                  0.241,                  1.603,              0.0010601,              0.0010601,              0.0010601
                     87,                0.57178,                0.13038,                 0.9618,                0.87898,                0.88835,                0.92294,                0.58649,                  1.298,                0.24244,                  1.624,              0.0010367,              0.0010367,              0.0010367
                     88,                0.55512,                0.12604,                0.95692,                0.88404,                0.88385,                0.92481,                0.59298,                 1.2668,                0.23876,                 1.5934,              0.0010135,              0.0010135,              0.0010135
                     89,                0.54346,                0.12579,                0.94873,                0.88641,                0.88671,                0.92355,                0.59254,                 1.2705,                0.23877,                    1.6,             0.00099048,             0.00099048,             0.00099048
                     90,                0.53706,                0.12369,                0.94705,                 0.8906,                0.88826,                0.92719,                0.59307,                 1.2874,                0.23689,                  1.636,             0.00096767,             0.00096767,             0.00096767
                     91,                0.52806,                0.12217,                 0.9398,                0.88723,                0.89243,                0.92586,                0.59883,                 1.2674,                0.23522,                 1.6105,             0.00094509,             0.00094509,             0.00094509
                     92,                0.52127,                0.12126,                0.94013,                0.88486,                0.89595,                 0.9257,                0.59645,                 1.2697,                0.23998,                 1.6166,             0.00092273,             0.00092273,             0.00092273
                     93,                0.51784,                0.11992,                0.93906,                0.88792,                0.88319,                0.92245,                0.59335,                 1.2758,                0.24577,                 1.6396,             0.00090061,             0.00090061,             0.00090061
                     94,                0.51788,                0.12052,                0.93396,                0.89037,                0.88715,                 0.9231,                0.59353,                 1.2723,                0.24527,                 1.6472,             0.00087874,             0.00087874,             0.00087874
                     95,                0.53126,                0.12235,                0.94361,                0.88937,                0.88033,                 0.9237,                0.59603,                 1.2724,                0.23611,                 1.6534,             0.00085714,             0.00085714,             0.00085714
                     96,                0.52118,                0.12122,                0.93792,                0.88292,                0.88605,                0.91997,                0.59052,                 1.2726,                0.23681,                 1.6486,             0.00083581,             0.00083581,             0.00083581
                     97,                0.50573,                0.11883,                0.92731,                0.87762,                0.89124,                0.91943,                0.58803,                  1.276,                0.24073,                 1.6336,             0.00081476,             0.00081476,             0.00081476
                     98,                0.49994,                0.11818,                0.91809,                0.88284,                0.88913,                0.92256,                0.59428,                 1.2765,                0.24466,                 1.6255,             0.00079401,             0.00079401,             0.00079401
                     99,                0.48903,                0.11606,                 0.9137,                0.89652,                0.87615,                0.92731,                0.59643,                 1.2847,                0.24165,                 1.6458,             0.00077357,             0.00077357,             0.00077357
                    100,                0.47027,                 0.1114,                0.90462,                0.89499,                0.88308,                0.92741,                0.60002,                 1.2702,                0.23766,                 1.6397,             0.00075344,             0.00075344,             0.00075344
                    101,                0.46672,                0.11109,                 0.9059,                0.88647,                0.89199,                0.92594,                0.59612,                 1.2851,                0.24142,                 1.6558,             0.00073363,             0.00073363,             0.00073363
                    102,                0.47161,                  0.111,                0.90981,                0.89346,                0.87791,                0.92162,                 0.5942,                 1.2851,                 0.2495,                 1.6547,             0.00071416,             0.00071416,             0.00071416
                    103,                0.45334,                0.10715,                0.89413,                 0.8941,                0.87703,                0.91972,                0.59555,                 1.2796,                0.25154,                 1.6551,             0.00069504,             0.00069504,             0.00069504
                    104,                0.44181,                0.10652,                0.89447,                0.89871,                0.87044,                0.92038,                0.59593,                 1.2865,                0.24901,                 1.6737,             0.00067627,             0.00067627,             0.00067627
                    105,                 0.4462,                0.10631,                0.89469,                0.89712,                 0.8747,                0.92326,                0.59712,                 1.2778,                0.24519,                 1.6787,             0.00065786,             0.00065786,             0.00065786
                    106,                0.43158,                0.10432,                0.89141,                0.90082,                0.86912,                0.92271,                0.59584,                 1.2908,                0.24906,                 1.6884,             0.00063983,             0.00063983,             0.00063983
                    107,                0.42533,                0.10375,                 0.8879,                0.89845,                0.87189,                0.92374,                0.59687,                 1.2914,                0.24722,                 1.6938,             0.00062218,             0.00062218,             0.00062218
                    108,                0.43113,                0.10446,                0.88866,                0.89507,                0.88002,                 0.9258,                0.60045,                  1.285,                0.24864,                 1.6835,             0.00060493,             0.00060493,             0.00060493
