epoch,train_loss,train_ce_loss,train_supcon_loss,val_loss,val_top1,val_top5,lr,train_samples,val_samples,validated
1,4.990637798715379,4.977673514391391,0.08642859383072864,4.058479914420962,0.8628062360801781,0.967706013363029,0.00025,41756,4490,True
2,3.471746428789286,3.463703778862816,0.0536176507766041,,,,0.00025,41756,4490,False
3,2.287284687144298,2.2802103713960724,0.04716210099844028,1.5732025218700247,0.889532293986637,0.9730512249443207,0.00025,41756,4490,True
4,1.5644317253549573,1.5578905767895135,0.04360766238906052,,,,0.00024797805558746333,41756,4490,False
5,1.1558389110861493,1.1497775951381108,0.04040876586979252,,,,0.00024198107724176724,41756,4490,False
6,0.9352492102270707,0.9304950805198748,0.03169420968234926,0.9182875847232368,0.9037861915367483,0.978619153674833,0.0002322132848678917,41756,4490,True
7,0.7799132431678311,0.7750509148431455,0.032415527063313396,,,,0.00021900730891995327,41756,4490,False
8,0.6808159664804834,0.6763504146843703,0.02977034070147445,,,,0.0002028128630700367,41756,4490,False
9,0.6129362102002077,0.6080401866633544,0.032640156132502374,0.8093503471206716,0.9160356347438753,0.9810690423162584,0.00018418142974846395,41756,4490,True
10,0.5534303980194658,0.5493364790915345,0.02729279644456352,,,,0.00016374748007105987,41756,4490,False
11,0.5094330935675749,0.5058609809645026,0.02381408063674606,,,,0.00014220686768626713,41756,4490,False
12,0.4768298495350828,0.47336318941467515,0.0231110657302323,0.7439388880750916,0.9276169265033407,0.9841870824053452,0.00012029313231373291,41756,4490,True
13,0.4467615392251997,0.4436552362351478,0.020708684736026304,,,,9.875251992894019e-05,41756,4490,False
14,0.4208922681106111,0.4175245209036543,0.022451647207402423,,,,7.831857025153615e-05,41756,4490,False
15,0.4062506282494175,0.40302324048120214,0.021515917981159205,0.6816646579511978,0.9494432071269487,0.9855233853006682,5.968713692996332e-05,41756,4490,True
16,0.388359030316422,0.38555605090528694,0.018686530330416375,,,,4.349269108004671e-05,41756,4490,False
17,0.37758036679722223,0.3750044063539582,0.01717306946704225,,,,3.0286715132108338e-05,41756,4490,False
18,0.37266861682519814,0.37006479073037213,0.01735883908382064,0.6369167852507933,0.9570155902004455,0.9855233853006682,2.0518922758232762e-05,41756,4490,True
19,0.3623631368160797,0.35992524909204937,0.016252587123631857,,,,1.4521944412536664e-05,41756,4490,False
20,0.36105364897171566,0.3586063713898456,0.01631518295142273,0.6297476713800749,0.9608017817371938,0.9866369710467706,1.25e-05,41756,4490,True
