                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1093,                0.26744,                 1.4123,                0.88609,                0.87436,                0.92357,                0.57908,                 1.3134,                0.28746,                 1.5584,              0.0011939,              0.0011939,              0.0011939
                     31,                 1.0932,                 0.2643,                 1.3853,                0.88375,                0.89125,                0.92701,                0.59208,                 1.2382,                0.27263,                 1.5241,              0.0011264,              0.0011264,              0.0011264
                     32,                 1.0471,                0.25377,                 1.3525,                 0.8851,                0.88386,                0.92792,                0.59166,                 1.2367,                0.26953,                  1.531,              0.0010601,              0.0010601,              0.0010601
                     33,                  1.034,                0.25125,                 1.3556,                0.88768,                0.88967,                0.92782,                0.59585,                 1.2356,                0.26575,                 1.5227,             0.00099506,             0.00099506,             0.00099506
                     34,                 1.0403,                0.25122,                 1.3438,                0.89499,                0.88439,                0.92859,                0.59975,                 1.2383,                0.26514,                 1.5089,             0.00093164,             0.00093164,             0.00093164
                     35,                 1.0145,                0.24487,                 1.3131,                0.88714,                0.89231,                 0.9292,                0.59926,                 1.2311,                0.25969,                  1.515,             0.00087007,             0.00087007,             0.00087007
                     36,                0.98685,                0.23842,                 1.3185,                0.89705,                0.89008,                0.93137,                0.60086,                 1.2269,                0.25669,                 1.5167,             0.00081059,             0.00081059,             0.00081059
                     37,                 0.9802,                0.23425,                 1.3071,                0.89151,                0.89072,                0.93133,                0.59697,                 1.2453,                0.25869,                 1.5387,             0.00075344,             0.00075344,             0.00075344
                     38,                0.97302,                0.23225,                 1.2888,                0.88853,                0.88996,                0.93069,                0.59709,                 1.2428,                0.25663,                 1.5437,             0.00069883,             0.00069883,             0.00069883
                     39,                  0.951,                0.22495,                 1.2852,                0.88807,                0.89219,                0.93199,                 0.5968,                  1.253,                0.25568,                 1.5443,               0.000647,               0.000647,               0.000647
                     40,                 0.9433,                0.22201,                 1.2742,                0.89103,                0.88346,                0.93246,                0.59853,                 1.2478,                0.25371,                 1.5426,             0.00059813,             0.00059813,             0.00059813
                     41,                0.93621,                0.22189,                 1.2749,                0.89343,                0.88386,                0.93095,                 0.5953,                 1.2442,                0.25376,                 1.5433,             0.00055244,             0.00055244,             0.00055244
                     42,                0.92541,                0.21822,                 1.2558,                 0.8841,                0.89802,                0.93064,                0.59587,                 1.2431,                0.25032,                 1.5479,             0.00051008,             0.00051008,             0.00051008
                     43,                0.91281,                0.21415,                 1.2517,                0.88724,                0.89864,                0.93307,                0.59567,                 1.2591,                0.25068,                 1.5486,             0.00047124,             0.00047124,             0.00047124
                     44,                0.89492,                0.21198,                 1.2309,                0.89176,                0.89709,                0.93329,                 0.5965,                 1.2538,                0.24847,                 1.5499,             0.00043606,             0.00043606,             0.00043606
                     45,                0.88592,                0.21087,                 1.2392,                0.89195,                0.89333,                0.93226,                0.59179,                   1.28,                0.25146,                 1.5653,             0.00040469,             0.00040469,             0.00040469
                     46,                0.87932,                0.21008,                 1.2325,                0.88748,                0.89419,                0.92993,                0.59697,                 1.2463,                 0.2476,                 1.5637,             0.00037725,             0.00037725,             0.00037725
                     47,                0.87123,                0.20755,                 1.2245,                0.88457,                0.89406,                 0.9303,                0.59678,                 1.2567,                0.24718,                 1.5732,             0.00035384,             0.00035384,             0.00035384
                     48,                0.85108,                0.20199,                 1.2066,                0.88879,                0.89336,                0.93087,                0.59917,                 1.2413,                0.24526,                 1.5678,             0.00033456,             0.00033456,             0.00033456
                     49,                0.84194,                0.19912,                  1.206,                0.89492,                0.88348,                0.92955,                0.59359,                   1.26,                0.24825,                 1.5776,             0.00031948,             0.00031948,             0.00031948
                     50,                0.83713,                0.19976,                 1.1964,                0.89223,                0.88837,                0.92888,                0.59353,                 1.2485,                0.24652,                 1.5741,             0.00030867,             0.00030867,             0.00030867
