                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.1994,                0.29448,                 1.3409,                0.84801,                 0.8551,                 0.8892,                0.54854,                 1.3152,                0.30595,                 1.4259,              0.0024209,              0.0024209,              0.0024209
                     20,                 1.1771,                0.29767,                 1.3224,                0.86595,                0.86458,                0.89928,                0.54652,                  1.285,                0.29956,                 1.4166,              0.0024115,              0.0024115,              0.0024115
                     21,                 1.1903,                0.28995,                 1.3299,                0.87452,                0.87176,                 0.9047,                0.56577,                 1.2846,                0.27864,                 1.4207,              0.0024015,              0.0024015,              0.0024015
                     22,                 1.1419,                0.27145,                 1.3276,                0.86802,                0.87422,                0.90456,                0.56924,                 1.2688,                0.28187,                 1.4036,              0.0023911,              0.0023911,              0.0023911
                     23,                 1.1538,                0.28003,                 1.3084,                0.88264,                0.87494,                0.91089,                0.56642,                 1.2826,                0.27897,                 1.4216,              0.0023801,              0.0023801,              0.0023801
                     24,                 1.1263,                0.27162,                 1.3075,                0.87059,                0.88067,                0.91206,                0.56181,                 1.3255,                0.28091,                 1.4277,              0.0023687,              0.0023687,              0.0023687
                     25,                 1.1077,                0.26946,                 1.2999,                0.87838,                0.86869,                0.90643,                0.57172,                 1.2585,                0.27562,                 1.4211,              0.0023567,              0.0023567,              0.0023567
                     26,                 1.1075,                0.26345,                 1.2906,                0.87471,                 0.8733,                0.91353,                0.57345,                 1.3067,                0.27201,                 1.4449,              0.0023443,              0.0023443,              0.0023443
                     27,                  1.077,                0.25806,                  1.276,                0.87693,                0.86833,                0.91316,                0.56829,                 1.2602,                0.28087,                 1.4125,              0.0023314,              0.0023314,              0.0023314
                     28,                 1.0722,                0.25671,                 1.2645,                0.88467,                0.87676,                0.91824,                0.58437,                 1.2684,                0.26461,                 1.4113,               0.002318,               0.002318,               0.002318
                     29,                 1.0788,                0.25585,                 1.2803,                0.87467,                0.86491,                0.91019,                0.57465,                 1.2478,                 0.2662,                 1.4108,              0.0023042,              0.0023042,              0.0023042
                     30,                 1.0501,                0.26068,                 1.2486,                0.87963,                 0.8862,                0.91804,                0.57821,                 1.2541,                0.26601,                 1.4095,              0.0022899,              0.0022899,              0.0022899
                     31,                 1.0396,                0.24365,                 1.2483,                0.88469,                0.87664,                0.91558,                0.57301,                 1.2886,                0.26451,                 1.4324,              0.0022752,              0.0022752,              0.0022752
                     32,                 1.0219,                0.23796,                 1.2436,                0.87717,                 0.8818,                0.91491,                 0.5767,                 1.2881,                0.26039,                 1.4393,                0.00226,                0.00226,                0.00226
                     33,                 1.0227,                0.23633,                 1.2223,                0.88475,                0.87538,                 0.9151,                0.57456,                 1.2667,                0.26016,                  1.426,              0.0022444,              0.0022444,              0.0022444
                     34,                 1.0336,                0.23789,                 1.2446,                0.87694,                 0.8809,                0.91694,                0.56709,                 1.3473,                0.26045,                 1.4724,              0.0022284,              0.0022284,              0.0022284
                     35,                 1.0235,                0.23507,                 1.2451,                0.88681,                0.87176,                 0.9167,                 0.5708,                 1.3182,                0.25883,                 1.4581,              0.0022119,              0.0022119,              0.0022119
                     36,                  1.012,                0.23288,                 1.2341,                0.89266,                0.87164,                0.91934,                0.57724,                 1.2742,                0.25664,                 1.4478,              0.0021951,              0.0021951,              0.0021951
                     37,                0.99704,                0.22911,                 1.2351,                0.87826,                0.86754,                 0.9163,                0.57362,                 1.3535,                0.25706,                 1.4746,              0.0021778,              0.0021778,              0.0021778
                     38,                0.96282,                0.22152,                 1.2027,                 0.8829,                 0.8763,                0.91927,                0.57856,                 1.2998,                0.25393,                 1.4397,              0.0021602,              0.0021602,              0.0021602
                     39,                0.95269,                0.22023,                 1.1929,                0.89425,                0.87998,                0.91835,                0.57871,                 1.2749,                0.24714,                 1.4578,              0.0021421,              0.0021421,              0.0021421
                     40,                0.94695,                  0.214,                 1.1924,                0.88592,                0.87482,                0.91786,                 0.5644,                 1.4125,                0.26034,                  1.515,              0.0021237,              0.0021237,              0.0021237
                     41,                0.93158,                0.21181,                 1.1794,                0.88682,                0.86846,                 0.9141,                0.57328,                 1.3189,                0.25518,                 1.4581,               0.002105,               0.002105,               0.002105
                     42,                 0.9492,                0.20925,                 1.1862,                0.88885,                0.87422,                0.91903,                0.58004,                 1.3258,                0.24903,                 1.4805,              0.0020858,              0.0020858,              0.0020858
                     43,                0.94617,                0.20699,                 1.1852,                0.88679,                0.88235,                0.92086,                0.57679,                 1.2942,                0.24329,                 1.4624,              0.0020664,              0.0020664,              0.0020664
                     44,                0.94746,                0.20858,                 1.1885,                0.88165,                0.87861,                0.91567,                0.56583,                 1.3444,                0.24941,                  1.515,              0.0020466,              0.0020466,              0.0020466
                     45,                0.92831,                 0.2035,                 1.1893,                0.88494,                0.88059,                0.91715,                0.57832,                 1.2952,                0.24833,                 1.4825,              0.0020264,              0.0020264,              0.0020264
                     46,                  0.923,                0.20221,                 1.1675,                0.88135,                0.87745,                0.91453,                0.56704,                 1.3593,                0.25546,                  1.496,               0.002006,               0.002006,               0.002006
                     47,                0.89418,                0.20012,                 1.1616,                0.88596,                0.87515,                0.91721,                0.57687,                 1.2916,                0.24594,                 1.4432,              0.0019852,              0.0019852,              0.0019852
                     48,                0.89884,                0.19862,                 1.1525,                0.88684,                  0.872,                0.91827,                0.56849,                 1.3666,                0.25471,                  1.524,              0.0019642,              0.0019642,              0.0019642
                     49,                0.90124,                0.20015,                 1.1521,                0.88793,                0.87468,                0.91568,                0.56016,                 1.3647,                0.25224,                 1.5057,              0.0019429,              0.0019429,              0.0019429
                     50,                0.90205,                0.19678,                 1.1626,                0.88321,                0.88275,                0.91401,                0.57026,                 1.3292,                0.25249,                 1.5046,              0.0019213,              0.0019213,              0.0019213
                     51,                0.87604,                0.19477,                 1.1419,                0.88001,                0.88275,                0.91214,                0.57915,                 1.2668,                0.24533,                 1.4557,              0.0018994,              0.0018994,              0.0018994
                     52,                0.85264,                0.18811,                 1.1277,                0.87847,                0.87585,                0.91142,                0.56874,                 1.3317,                0.24902,                 1.5495,              0.0018773,              0.0018773,              0.0018773
                     53,                0.85249,                0.19002,                 1.1371,                0.87498,                0.87219,                0.90859,                0.56512,                 1.3498,                0.25082,                 1.5383,              0.0018549,              0.0018549,              0.0018549
                     54,                 0.8659,                0.18844,                 1.1312,                0.87839,                0.86854,                0.91344,                 0.5685,                 1.3388,                0.25061,                 1.5359,              0.0018323,              0.0018323,              0.0018323
                     55,                0.84287,                0.18639,                 1.1184,                0.87715,                0.87952,                 0.9154,                0.57846,                 1.3137,                0.24709,                 1.5042,              0.0018095,              0.0018095,              0.0018095
                     56,                0.82148,                0.18096,                 1.1116,                0.89301,                0.86777,                0.91342,                0.57335,                 1.3264,                0.24595,                 1.5068,              0.0017865,              0.0017865,              0.0017865
                     57,                0.79901,                 0.1787,                 1.1008,                0.89055,                 0.8885,                0.92562,                0.58807,                 1.3011,                0.23443,                 1.4854,              0.0017633,              0.0017633,              0.0017633
                     58,                0.79103,                0.17324,                 1.0877,                0.89576,                 0.8862,                0.92697,                0.58096,                 1.3667,                0.23879,                 1.5329,              0.0017399,              0.0017399,              0.0017399
                     59,                0.77453,                0.17074,                 1.0856,                0.89762,                0.87952,                0.91948,                0.58313,                 1.3222,                0.24352,                 1.5073,              0.0017164,              0.0017164,              0.0017164
                     60,                0.77035,                0.17211,                 1.0802,                0.89704,                0.88314,                0.92255,                0.58372,                 1.3368,                0.24034,                 1.5371,              0.0016926,              0.0016926,              0.0016926
                     61,                0.74963,                0.16694,                 1.0729,                0.88616,                0.87791,                0.91657,                0.57349,                 1.3741,                0.24588,                 1.5976,              0.0016688,              0.0016688,              0.0016688
                     62,                0.75198,                0.16595,                  1.067,                0.88177,                0.89196,                 0.9176,                 0.5783,                 1.3192,                0.24108,                 1.5679,              0.0016448,              0.0016448,              0.0016448
                     63,                0.74235,                0.16546,                 1.0548,                0.88566,                0.88712,                0.91974,                0.57519,                 1.3652,                0.24121,                 1.5791,              0.0016206,              0.0016206,              0.0016206
                     64,                0.74379,                0.16594,                 1.0615,                 0.8869,                 0.8839,                0.92095,                0.58124,                 1.3228,                0.24005,                 1.5485,              0.0015964,              0.0015964,              0.0015964
                     65,                0.74394,                0.16541,                  1.057,                  0.886,                0.87952,                 0.9155,                0.57489,                 1.3462,                0.24321,                 1.5502,              0.0015721,              0.0015721,              0.0015721
                     66,                0.72328,                0.16176,                 1.0481,                0.89615,                 0.8733,                0.91932,                0.57302,                 1.3431,                0.23966,                 1.5821,              0.0015477,              0.0015477,              0.0015477
                     67,                0.68958,                 0.1563,                 1.0278,                0.88688,                0.87883,                0.92109,                0.57713,                 1.3344,                0.24226,                 1.5556,              0.0015232,              0.0015232,              0.0015232
                     68,                0.70198,                0.15828,                 1.0325,                0.88019,                 0.8839,                0.92103,                0.58806,                 1.2968,                0.23722,                 1.5319,              0.0014986,              0.0014986,              0.0014986
                     69,                0.68181,                0.15328,                 1.0213,                0.89184,                0.87944,                0.91945,                0.58355,                 1.3001,                0.23623,                 1.5495,               0.001474,               0.001474,               0.001474
                     70,                0.68798,                0.15569,                  1.025,                0.89995,                0.87814,                 0.9213,                0.58954,                 1.3091,                 0.2338,                 1.5609,              0.0014494,              0.0014494,              0.0014494
                     71,                0.65891,                0.14919,                 1.0093,                0.89196,                0.88431,                0.92129,                0.59105,                 1.3129,                0.23882,                 1.5551,              0.0014247,              0.0014247,              0.0014247
                     72,                0.65949,                 0.1492,                 1.0061,                0.90045,                0.87146,                0.91946,                0.58105,                 1.3274,                0.24166,                 1.5487,                 0.0014,                 0.0014,                 0.0014
                     73,                0.63851,                 0.1438,                0.99619,                0.88026,                0.88741,                0.91669,                0.57749,                 1.3412,                  0.239,                   1.58,              0.0013753,              0.0013753,              0.0013753
                     74,                0.65087,                0.14747,                0.99427,                0.90443,                0.87199,                 0.9177,                0.57899,                  1.353,                 0.2412,                 1.5996,              0.0013506,              0.0013506,              0.0013506
                     75,                0.63166,                0.14549,                0.99174,                0.88703,                 0.8756,                0.91416,                0.57768,                  1.344,                0.23723,                 1.6143,               0.001326,               0.001326,               0.001326
                     76,                0.62253,                0.14209,                0.98664,                0.88196,                0.87929,                0.91612,                0.58183,                 1.3283,                 0.2428,                 1.6064,              0.0013014,              0.0013014,              0.0013014
                     77,                0.61016,                0.14125,                0.97937,                0.88523,                0.88804,                0.92163,                0.58492,                 1.3051,                0.23672,                 1.6088,              0.0012768,              0.0012768,              0.0012768
                     78,                0.59317,                0.13865,                0.97297,                0.89774,                0.87031,                0.91543,                0.58101,                 1.3088,                 0.2351,                 1.5905,              0.0012523,              0.0012523,              0.0012523
                     79,                0.59365,                 0.1365,                0.96271,                0.87383,                0.88989,                0.91599,                0.58251,                 1.3242,                0.24107,                 1.6071,              0.0012279,              0.0012279,              0.0012279
                     80,                0.58312,                0.13405,                0.96196,                0.88178,                0.88436,                0.92095,                0.58469,                 1.3384,                0.24157,                 1.6144,              0.0012036,              0.0012036,              0.0012036
                     81,                0.57163,                0.13273,                0.95903,                0.88659,                0.87146,                0.91557,                0.58163,                  1.346,                 0.2519,                 1.6127,              0.0011794,              0.0011794,              0.0011794
                     82,                0.56741,                0.13026,                0.95346,                 0.8902,                0.87963,                0.91629,                0.58227,                 1.3232,                0.24361,                 1.6201,              0.0011552,              0.0011552,              0.0011552
                     83,                0.55392,                0.12861,                0.95063,                0.89035,                0.88099,                0.91511,                0.57604,                 1.3411,                0.24252,                 1.6446,              0.0011312,              0.0011312,              0.0011312
                     84,                0.54663,                0.12739,                0.94408,                0.90317,                0.87021,                0.91487,                0.57676,                 1.3316,                0.23927,                 1.6393,              0.0011074,              0.0011074,              0.0011074
                     85,                0.54036,                0.12507,                 0.9423,                0.88604,                0.88735,                0.91782,                 0.5857,                  1.314,                0.24257,                 1.6452,              0.0010836,              0.0010836,              0.0010836
                     86,                0.51449,                0.12183,                0.93067,                0.89358,                0.88203,                0.91936,                0.58843,                 1.3059,                0.23998,                 1.6228,              0.0010601,              0.0010601,              0.0010601
                     87,                0.52535,                0.12305,                0.92989,                0.88312,                0.87899,                0.91907,                0.58506,                 1.3216,                0.24027,                 1.6317,              0.0010367,              0.0010367,              0.0010367
                     88,                0.51083,                0.12151,                0.92691,                 0.8765,                0.88447,                0.91335,                0.57842,                 1.3113,                0.23806,                 1.6364,              0.0010135,              0.0010135,              0.0010135
                     89,                0.50963,                0.11994,                0.92301,                0.90157,                 0.8735,                0.91724,                0.58147,                 1.3142,                0.23518,                 1.6367,             0.00099048,             0.00099048,             0.00099048
                     90,                0.50347,                0.11819,                0.91863,                0.89925,                0.86938,                0.91737,                0.57992,                 1.3257,                0.24122,                 1.6458,             0.00096767,             0.00096767,             0.00096767
                     91,                0.49915,                0.11637,                0.91375,                0.88803,                0.88607,                0.92092,                0.58277,                 1.3627,                0.24391,                 1.6766,             0.00094509,             0.00094509,             0.00094509
                     92,                0.49861,                 0.1173,                0.92057,                0.89193,                 0.8839,                0.91697,                0.59056,                 1.2996,                0.23838,                 1.6419,             0.00092273,             0.00092273,             0.00092273
                     93,                0.49118,                0.11687,                 0.9114,                0.89794,                0.86542,                0.91488,                0.57807,                 1.3283,                0.24195,                 1.6846,             0.00090061,             0.00090061,             0.00090061
                     94,                0.47778,                0.11324,                0.90825,                0.88313,                0.88605,                0.91649,                0.58494,                 1.3232,                0.24111,                 1.6815,             0.00087874,             0.00087874,             0.00087874
                     95,                0.48607,                0.11541,                0.90714,                0.89352,                0.87491,                 0.9149,                0.58229,                 1.3158,                0.24036,                 1.6634,             0.00085714,             0.00085714,             0.00085714
                     96,                0.48343,                0.11422,                0.90373,                0.90113,                0.86927,                0.91678,                 0.5782,                 1.3262,                0.23939,                 1.6752,             0.00083581,             0.00083581,             0.00083581
                     97,                0.47659,                0.11167,                0.90047,                0.89393,                0.87814,                 0.9196,                0.58427,                 1.3158,                0.23818,                 1.6511,             0.00081476,             0.00081476,             0.00081476
                     98,                0.45894,                0.11054,                0.89457,                0.89574,                0.87671,                 0.9199,                0.58643,                 1.3305,                0.24105,                 1.6627,             0.00079401,             0.00079401,             0.00079401
                     99,                0.45217,                0.10911,                0.89221,                0.89723,                0.87285,                0.91634,                0.58661,                 1.3108,                0.24055,                 1.6656,             0.00077357,             0.00077357,             0.00077357
                    100,                 0.4531,                0.10881,                0.89184,                0.89036,                0.87928,                 0.9139,                0.57946,                 1.3429,                0.24157,                 1.6983,             0.00075344,             0.00075344,             0.00075344
                    101,                0.43966,                0.10659,                0.88474,                0.91072,                 0.8627,                0.91532,                0.58568,                 1.3048,                0.23677,                 1.6859,             0.00073363,             0.00073363,             0.00073363
                    102,                 0.4204,                0.10294,                0.87669,                0.89963,                0.87543,                0.91669,                0.58823,                 1.3095,                0.23971,                 1.6869,             0.00071416,             0.00071416,             0.00071416
                    103,                0.40815,                0.10207,                0.87297,                0.89733,                0.87986,                0.91746,                0.58273,                 1.3388,                 0.2483,                 1.7116,             0.00069504,             0.00069504,             0.00069504
                    104,                0.40624,                0.10141,                0.86852,                 0.8859,                0.88531,                0.91575,                0.58329,                  1.329,                0.24659,                 1.7075,             0.00067627,             0.00067627,             0.00067627
                    105,                0.39818,                0.10119,                0.86821,                0.89183,                0.88482,                0.91608,                0.57982,                 1.3397,                0.24432,                  1.715,             0.00065786,             0.00065786,             0.00065786
                    106,                0.41229,                0.10328,                0.87584,                0.88714,                0.88362,                0.91525,                0.58184,                 1.3255,                0.24327,                 1.7124,             0.00063983,             0.00063983,             0.00063983
