                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3286,                0.36887,                 1.4867,                0.83659,                0.82549,                0.88324,                0.53585,                  1.342,                0.38024,                 1.5382,              0.0024776,              0.0024776,              0.0024776
                     12,                 1.2808,                0.35703,                  1.458,                0.83893,                0.86514,                0.89821,                0.55247,                 1.2985,                0.35241,                 1.5187,              0.0024724,              0.0024724,              0.0024724
                     13,                 1.2819,                 0.3471,                 1.4584,                0.84479,                 0.8581,                 0.8964,                0.54618,                  1.314,                0.34377,                 1.5242,              0.0024667,              0.0024667,              0.0024667
                     14,                 1.2666,                0.33998,                 1.4525,                0.85637,                0.85841,                0.89903,                0.56274,                 1.2724,                0.33833,                 1.4905,              0.0024604,              0.0024604,              0.0024604
                     15,                 1.2184,                0.31909,                 1.4163,                0.85648,                0.86513,                0.90994,                0.58176,                 1.2387,                0.32535,                 1.4605,              0.0024535,              0.0024535,              0.0024535
                     16,                 1.2016,                0.31037,                 1.3969,                0.87379,                0.87511,                0.91715,                0.58836,                 1.2419,                0.30464,                 1.4563,              0.0024462,              0.0024462,              0.0024462
                     17,                 1.2095,                 0.3053,                 1.4101,                 0.8719,                0.87849,                0.91096,                0.56384,                 1.3178,                0.31385,                  1.518,              0.0024383,              0.0024383,              0.0024383
                     18,                 1.2142,                0.30206,                 1.4068,                0.86641,                0.87046,                0.91387,                0.57916,                 1.2585,                 0.3105,                 1.4858,              0.0024299,              0.0024299,              0.0024299
                     19,                 1.1883,                0.29825,                 1.4005,                0.86233,                0.87366,                 0.9081,                0.56758,                 1.2913,                0.30866,                  1.489,              0.0024209,              0.0024209,              0.0024209
                     20,                 1.1818,                0.28721,                 1.3941,                0.85455,                0.84911,                0.90111,                0.55758,                 1.2956,                0.31138,                 1.5146,              0.0024115,              0.0024115,              0.0024115
                     21,                 1.1655,                0.27565,                 1.3951,                0.87117,                0.88208,                0.91604,                0.57764,                 1.2739,                0.28358,                  1.472,              0.0024015,              0.0024015,              0.0024015
                     22,                 1.1545,                0.27531,                 1.3657,                0.86458,                0.87828,                0.91657,                0.57713,                 1.2723,                0.28734,                 1.4766,              0.0023911,              0.0023911,              0.0023911
                     23,                 1.1555,                0.27212,                 1.3689,                0.87975,                0.86264,                0.91363,                 0.5732,                 1.2612,                0.28302,                 1.4845,              0.0023801,              0.0023801,              0.0023801
                     24,                 1.1306,                0.26234,                  1.362,                0.87965,                0.87581,                0.92148,                0.59186,                 1.2519,                0.27564,                  1.451,              0.0023687,              0.0023687,              0.0023687
                     25,                 1.1129,                0.26575,                 1.3433,                0.88724,                 0.8946,                0.93011,                0.59673,                 1.2295,                0.26796,                 1.4424,              0.0023567,              0.0023567,              0.0023567
                     26,                 1.1114,                0.25734,                 1.3394,                0.87103,                0.87701,                0.91728,                0.57785,                 1.2556,                0.27486,                 1.4893,              0.0023443,              0.0023443,              0.0023443
                     27,                 1.0709,                0.24858,                 1.3178,                0.88152,                 0.8787,                0.92182,                0.59232,                 1.2288,                0.26442,                  1.471,              0.0023314,              0.0023314,              0.0023314
                     28,                 1.0741,                0.25055,                 1.3193,                0.89052,                0.89074,                0.92372,                0.59859,                 1.2246,                0.26068,                 1.4574,               0.002318,               0.002318,               0.002318
                     29,                 1.0827,                 0.2478,                  1.325,                0.88469,                0.88018,                0.91981,                0.59171,                 1.2333,                0.26565,                 1.4558,              0.0023042,              0.0023042,              0.0023042
                     30,                 1.0619,                 0.2468,                 1.2999,                0.87983,                0.89011,                0.92079,                0.58846,                 1.2334,                0.26742,                 1.4674,              0.0022899,              0.0022899,              0.0022899
                     31,                 1.0537,                0.24659,                 1.3038,                0.87942,                 0.8955,                0.92183,                0.58679,                 1.2412,                0.26698,                 1.4634,              0.0022752,              0.0022752,              0.0022752
                     32,                 1.0329,                 0.2327,                 1.2815,                0.88731,                0.88193,                0.92778,                0.60906,                 1.2053,                0.25643,                 1.4367,                0.00226,                0.00226,                0.00226
                     33,                 1.0282,                0.23739,                 1.2821,                0.87548,                   0.89,                0.92216,                 0.5935,                 1.2122,                0.26142,                 1.4551,              0.0022444,              0.0022444,              0.0022444
                     34,                0.99804,                 0.2294,                  1.263,                0.88489,                0.87172,                0.92369,                0.59803,                 1.2467,                0.25935,                 1.4703,              0.0022284,              0.0022284,              0.0022284
                     35,                0.98022,                0.22558,                 1.2607,                0.89139,                0.89673,                0.93338,                0.61435,                 1.2128,                0.24662,                 1.4506,              0.0022119,              0.0022119,              0.0022119
                     36,                 1.0146,                0.22674,                 1.2618,                0.89289,                0.88715,                0.92711,                0.59153,                 1.2554,                0.25797,                 1.4758,              0.0021951,              0.0021951,              0.0021951
                     37,                0.99704,                0.22447,                 1.2662,                0.87783,                0.90131,                0.92411,                0.59364,                 1.2294,                 0.2563,                 1.4821,              0.0021778,              0.0021778,              0.0021778
                     38,                 0.9748,                0.21588,                 1.2518,                0.87862,                 0.8768,                0.92274,                0.59192,                 1.2401,                0.25821,                 1.4806,              0.0021602,              0.0021602,              0.0021602
                     39,                0.96755,                0.21694,                 1.2446,                0.88868,                0.87278,                0.91202,                0.57288,                 1.2436,                0.25877,                 1.5062,              0.0021421,              0.0021421,              0.0021421
                     40,                0.94619,                0.21144,                 1.2337,                0.88956,                0.86814,                0.92401,                0.59814,                 1.2406,                0.25681,                 1.4916,              0.0021237,              0.0021237,              0.0021237
                     41,                 0.9447,                0.21388,                 1.2219,                0.89147,                0.89224,                0.93077,                0.59975,                 1.2484,                 0.2498,                 1.4864,               0.002105,               0.002105,               0.002105
                     42,                0.95206,                0.20958,                  1.216,                0.89243,                0.88821,                0.91954,                0.58719,                 1.2626,                 0.2512,                  1.501,              0.0020858,              0.0020858,              0.0020858
                     43,                0.92566,                0.20406,                 1.2131,                0.89001,                0.88405,                0.91403,                0.57909,                 1.2512,                0.25123,                 1.5251,              0.0020664,              0.0020664,              0.0020664
                     44,                0.94223,                0.20382,                 1.2249,                0.88932,                0.86602,                 0.9216,                0.59843,                 1.2429,                 0.2512,                 1.4894,              0.0020466,              0.0020466,              0.0020466
                     45,                0.90044,                0.20124,                 1.1859,                0.89109,                0.87492,                0.92111,                0.59473,                 1.2406,                0.24952,                 1.4919,              0.0020264,              0.0020264,              0.0020264
                     46,                0.89981,                 0.1974,                 1.1824,                0.88447,                 0.8973,                0.92942,                0.60311,                 1.2179,                0.24487,                 1.4966,               0.002006,               0.002006,               0.002006
                     47,                0.87206,                0.19221,                   1.17,                0.89845,                0.88626,                0.92818,                0.60348,                 1.2122,                0.24045,                 1.4738,              0.0019852,              0.0019852,              0.0019852
                     48,                0.87203,                0.19347,                 1.1739,                0.89312,                0.89004,                0.93022,                0.60315,                 1.2289,                 0.2429,                 1.4925,              0.0019642,              0.0019642,              0.0019642
                     49,                0.84527,                0.18693,                 1.1566,                0.88775,                0.88081,                 0.9167,                0.58549,                 1.2561,                0.24915,                 1.5163,              0.0019429,              0.0019429,              0.0019429
                     50,                0.83847,                0.18657,                 1.1551,                0.88755,                0.88899,                0.92192,                0.58269,                 1.2676,                0.24689,                 1.5195,              0.0019213,              0.0019213,              0.0019213
                     51,                0.85334,                0.18733,                 1.1585,                0.88456,                 0.8844,                0.92762,                0.60049,                 1.2521,                0.24759,                 1.5152,              0.0018994,              0.0018994,              0.0018994
                     52,                0.83347,                0.18398,                 1.1494,                0.88945,                0.88229,                 0.9228,                0.59352,                 1.2547,                0.24662,                 1.5486,              0.0018773,              0.0018773,              0.0018773
                     53,                0.82746,                0.18274,                  1.138,                0.88676,                0.88398,                 0.9234,                0.59631,                  1.242,                0.24426,                 1.5314,              0.0018549,              0.0018549,              0.0018549
                     54,                0.81589,                0.18314,                 1.1377,                0.88321,                0.87417,                0.91731,                0.58334,                 1.2609,                0.25009,                 1.5369,              0.0018323,              0.0018323,              0.0018323
                     55,                0.79418,                0.17696,                 1.1209,                0.88775,                0.88567,                0.91652,                0.58799,                 1.2605,                0.24405,                 1.5498,              0.0018095,              0.0018095,              0.0018095
                     56,                0.77209,                0.17285,                 1.1108,                0.88597,                0.89032,                  0.928,                0.59575,                 1.2501,                0.24188,                 1.5276,              0.0017865,              0.0017865,              0.0017865
                     57,                0.78455,                0.17595,                 1.1126,                0.89336,                0.87278,                 0.9223,                0.58927,                 1.2516,                0.24523,                 1.5506,              0.0017633,              0.0017633,              0.0017633
                     58,                0.77785,                 0.1713,                 1.1044,                0.89863,                0.88798,                0.92038,                0.58821,                 1.2531,                0.24268,                 1.5453,              0.0017399,              0.0017399,              0.0017399
                     59,                0.76495,                 0.1685,                 1.0977,                0.88966,                0.88229,                0.92312,                0.59771,                 1.2549,                0.24334,                  1.563,              0.0017164,              0.0017164,              0.0017164
                     60,                 0.7571,                 0.1672,                 1.0929,                0.89593,                0.87688,                0.92521,                0.59767,                 1.2747,                  0.241,                 1.5922,              0.0016926,              0.0016926,              0.0016926
                     61,                0.74377,                0.16448,                 1.0929,                0.88618,                0.88335,                 0.9192,                0.59265,                 1.2581,                0.24088,                 1.5964,              0.0016688,              0.0016688,              0.0016688
                     62,                0.73676,                0.16014,                 1.0773,                0.89184,                0.88187,                0.91961,                0.59079,                 1.2524,                0.24266,                 1.5841,              0.0016448,              0.0016448,              0.0016448
                     63,                0.70747,                0.15933,                 1.0678,                0.88145,                0.88504,                0.91314,                0.58163,                 1.2588,                0.24423,                 1.5506,              0.0016206,              0.0016206,              0.0016206
                     64,                0.71435,                0.15787,                 1.0547,                0.89912,                0.87912,                0.92065,                0.58963,                 1.2575,                0.24209,                 1.5814,              0.0015964,              0.0015964,              0.0015964
                     65,                0.71637,                0.15847,                 1.0676,                0.88046,                0.89188,                0.92331,                0.59633,                 1.2595,                0.24083,                 1.5769,              0.0015721,              0.0015721,              0.0015721
                     66,                0.72694,                0.15849,                 1.0627,                0.88747,                0.87933,                0.92081,                0.59325,                 1.2716,                0.24633,                 1.5844,              0.0015477,              0.0015477,              0.0015477
                     67,                0.70489,                0.15324,                 1.0594,                0.88957,                0.88521,                0.92158,                 0.5957,                 1.2551,                0.24289,                 1.6042,              0.0015232,              0.0015232,              0.0015232
                     68,                0.72086,                0.15376,                 1.0591,                0.88929,                0.88187,                0.92064,                0.58756,                 1.2894,                0.24434,                 1.6107,              0.0014986,              0.0014986,              0.0014986
                     69,                0.67885,                0.15228,                 1.0391,                0.89655,                 0.8694,                 0.9201,                 0.5962,                 1.2415,                0.24122,                 1.5813,               0.001474,               0.001474,               0.001474
                     70,                0.66372,                 0.1492,                 1.0338,                0.88264,                0.87097,                0.91565,                 0.5906,                 1.2583,                0.24576,                 1.5833,              0.0014494,              0.0014494,              0.0014494
